,date,attendance,host
1,201301010,19155,DEN
2,201301010,12175,DET
3,201301010,18997,LAL
4,201301010,12712,NOH
5,201301010,19033,NYK
6,201301010,14456,WAS
7,201301020,18624,BOS
8,201301020,12331,CLE
9,201301020,19596,GSW
10,201301020,18198,HOU
11,201301020,11182,IND
12,201301020,20102,MIA
13,201301020,15084,MIL
14,201301020,18203,OKC
15,201301020,18846,ORL
16,201301020,16034,PHO
17,201301020,18117,TOR
18,201301020,19120,UTA
19,201301030,16921,DEN
20,201301030,19033,NYK
21,201301040,18624,BOS
22,201301040,15576,CHA
23,201301040,14832,DET
24,201301040,20179,LAC
25,201301040,15823,MEM
26,201301040,20138,MIA
27,201301040,15867,MIL
28,201301040,18203,OKC
29,201301040,14874,PHO
30,201301040,17824,TOR
31,201301040,16006,WAS
32,201301050,19159,ATL
33,201301050,17732,BRK
34,201301050,16866,CLE
35,201301050,20338,DAL
36,201301050,19155,DEN
37,201301050,15329,IND
38,201301050,19323,LAC
39,201301050,16220,MIN
40,201301050,19171,ORL
41,201301050,18581,SAS
42,201301060,11963,DET
43,201301060,18997,LAL
44,201301060,20228,MIA
45,201301060,13197,PHO
46,201301060,17634,TOR
47,201301070,21355,CHI
48,201301070,11599,NOH
49,201301070,19033,NYK
50,201301070,19560,POR
51,201301070,11531,SAC
52,201301070,18600,UTA
53,201301070,16917,WAS
54,201301080,18135,HOU
55,201301080,18165,IND
56,201301080,13014,MIL
57,201301080,15988,MIN
58,201301080,16167,PHI
59,201301090,18624,BOS
60,201301090,13347,CHA
61,201301090,21570,CHI
62,201301090,13149,CLE
63,201301090,15084,DEN
64,201301090,19596,GSW
65,201301090,19362,LAC
66,201301090,11453,NOH
67,201301090,18203,OKC
68,201301090,18581,SAS
69,201301090,15629,TOR
70,201301100,16568,IND
71,201301100,20536,POR
72,201301100,14011,SAC
73,201301110,12064,ATL
74,201301110,18624,BOS
75,201301110,16272,BRK
76,201301110,16445,DEN
77,201301110,19596,GSW
78,201301110,18997,LAL
79,201301110,17685,MEM
80,201301110,15681,MIL
81,201301110,13538,NOH
82,201301110,19033,NYK
83,201301110,14373,TOR
84,201301120,21874,CHI
85,201301120,19984,DAL
86,201301120,18441,DET
87,201301120,13656,IND
88,201301120,19060,LAC
89,201301120,17329,PHI
90,201301120,14367,SAC
91,201301120,15331,WAS
92,201301130,16499,BRK
93,201301130,15861,DEN
94,201301130,18997,LAL
95,201301130,19033,NYK
96,201301130,20423,POR
97,201301130,18144,SAS
98,201301130,17384,TOR
99,201301140,18624,BOS
100,201301140,21430,CHI
101,201301140,19486,DAL
102,201301140,15837,MEM
103,201301140,14951,PHO
104,201301140,12194,SAC
105,201301140,19911,UTA
106,201301140,14648,WAS
107,201301150,16236,BRK
108,201301150,12996,CHA
109,201301150,15521,DEN
110,201301150,16823,HOU
111,201301150,18997,LAL
112,201301150,17304,PHI
113,201301160,15029,ATL
114,201301160,18624,BOS
115,201301160,20147,DAL
116,201301160,19596,GSW
117,201301160,18203,OKC
118,201301160,17499,ORL
119,201301160,18880,POR
120,201301160,11611,SAC
121,201301160,18581,SAS
122,201301160,18674,TOR
123,201301170,18689,DET
124,201301170,18997,LAL
125,201301170,16198,MIN
126,201301170,15963,PHO
127,201301180,18624,BOS
128,201301180,17732,BRK
129,201301180,20434,DAL
130,201301180,16523,DEN
131,201301180,16902,IND
132,201301180,15910,MEM
133,201301180,17598,ORL
134,201301180,16574,PHI
135,201301180,18581,SAS
136,201301190,18255,ATL
137,201301190,17012,CHA
138,201301190,22124,CHI
139,201301190,19188,LAC
140,201301190,16799,MIN
141,201301190,15472,NOH
142,201301190,20487,POR
143,201301190,19911,UTA
144,201301200,19155,DEN
145,201301200,17575,DET
146,201301200,18192,ORL
147,201301200,19800,TOR
148,201301210,13808,ATL
149,201301210,16108,CHA
150,201301210,22550,CHI
151,201301210,19596,GSW
152,201301210,17508,MEM
153,201301210,10880,NOH
154,201301210,19033,NYK
155,201301210,15346,PHI
156,201301210,17336,POR
157,201301220,14192,CLE
158,201301220,11798,DET
159,201301220,19451,LAC
160,201301220,13080,MIL
161,201301230,12534,CHA
162,201301230,21567,CHI
163,201301230,19596,GSW
164,201301230,16867,HOU
165,201301230,17984,MEM
166,201301230,20002,MIA
167,201301230,15785,MIN
168,201301230,18934,POR
169,201301230,12741,SAC
170,201301230,17511,SAS
171,201301230,18158,UTA
172,201301240,18624,BOS
173,201301240,17145,ORL
174,201301240,16017,PHO
175,201301250,15595,ATL
176,201301250,21756,CHI
177,201301250,15098,CLE
178,201301250,19884,DAL
179,201301250,18997,LAL
180,201301250,16911,MEM
181,201301250,20236,MIA
182,201301250,15302,NOH
183,201301250,15022,SAC
184,201301250,14095,WAS
185,201301260,15397,CHA
186,201301260,17651,DEN
187,201301260,18236,HOU
188,201301260,16937,MIL
189,201301260,20540,PHI
190,201301260,20672,POR
191,201301260,18581,SAS
192,201301260,18820,TOR
193,201301260,19201,UTA
194,201301260,20308,WAS
195,201301270,18624,BOS
196,201301270,20305,DAL
197,201301270,19060,LAC
198,201301270,18997,LAL
199,201301270,16277,MEM
200,201301270,19033,NYK
201,201301270,17959,ORL
202,201301280,16480,BRK
203,201301280,21308,CHI
204,201301280,16032,DEN
205,201301280,15448,PHI
206,201301280,15914,TOR
207,201301280,18387,UTA
208,201301280,13422,WAS
209,201301290,13939,CLE
210,201301290,15479,DET
211,201301290,18997,LAL
212,201301290,18888,POR
213,201301300,12021,ATL
214,201301300,18624,BOS
215,201301300,17732,BRK
216,201301300,17399,DEN
217,201301300,12137,IND
218,201301300,17640,MIL
219,201301300,15312,MIN
220,201301300,19033,NYK
221,201301300,15101,PHI
222,201301300,17184,PHO
223,201301300,18581,SAS
224,201301300,17490,UTA
225,201301310,19596,GSW
226,201301310,18203,OKC
227, poptip s,Attend.,ort
228,201302010,18624,BOS
229,201302010,17732,BRK
230,201302010,17221,DEN
231,201302010,15693,DET
232,201302010,18165,IND
233,201302010,15017,MEM
234,201302010,18547,MIN
235,201302010,19033,NYK
236,201302010,17927,PHI
237,201302010,16304,PHO
238,201302010,19800,TOR
239,201302010,19512,UTA
240,201302020,17898,ATL
241,201302020,20562,CLE
242,201302020,19596,GSW
243,201302020,15494,HOU
244,201302020,14321,MIL
245,201302020,16289,MIN
246,201302020,19033,NYK
247,201302020,20376,POR
248,201302020,18581,SAS
249,201302030,18624,BOS
250,201302030,18157,DET
251,201302030,19800,TOR
252,201302040,18165,IND
253,201302040,19600,MIA
254,201302040,13446,MIN
255,201302040,19033,NYK
256,201302040,18203,OKC
257,201302040,14630,PHI
258,201302040,17742,UTA
259,201302040,16246,WAS
260,201302050,17732,BRK
261,201302050,15272,DEN
262,201302050,15453,HOU
263,201302050,12578,IND
264,201302050,14933,MEM
265,201302060,13198,ATL
266,201302060,13264,CLE
267,201302060,19746,DAL
268,201302060,12576,DET
269,201302060,19693,MIA
270,201302060,15224,MIN
271,201302060,12148,NOH
272,201302060,18203,OKC
273,201302060,17995,ORL
274,201302060,15299,PHI
275,201302060,17163,TOR
276,201302060,18571,UTA
277,201302060,18263,WAS
278,201302070,18624,BOS
279,201302070,19325,DEN
280,201302080,14022,ATL
281,201302080,19624,CHA
282,201302080,14073,CLE
283,201302080,16267,DET
284,201302080,15655,HOU
285,201302080,16253,IND
286,201302080,16701,MEM
287,201302080,19902,MIA
288,201302080,16542,MIN
289,201302080,18203,OKC
290,201302080,19911,UTA
291,201302080,19614,WAS
292,201302090,20562,CLE
293,201302090,20355,DAL
294,201302090,15511,MIL
295,201302090,15048,PHI
296,201302090,16193,SAC
297,201302100,18624,BOS
298,201302100,17014,BRK
299,201302100,16023,MEM
300,201302100,20300,MIA
301,201302100,19033,NYK
302,201302100,17966,ORL
303,201302100,16773,PHO
304,201302100,15526,SAC
305,201302100,17177,TOR
306,201302110,15709,CHA
307,201302110,21955,CHI
308,201302110,11556,CLE
309,201302110,19654,DAL
310,201302110,10177,DET
311,201302110,11672,IND
312,201302110,13842,MIL
313,201302110,17550,PHI
314,201302120,19596,GSW
315,201302120,18997,LAL
316,201302120,14722,MEM
317,201302120,20032,MIA
318,201302120,16738,TOR
319,201302120,18552,UTA
320,201302130,18624,BOS
321,201302130,17251,BRK
322,201302130,12162,CLE
323,201302130,19892,DAL
324,201302130,11095,DET
325,201302130,11707,IND
326,201302130,19251,LAC
327,201302130,15114,MIL
328,201302130,13117,MIN
329,201302130,11656,NOH
330,201302130,19033,NYK
331,201302130,17649,ORL
332,201302140,18997,LAL
333,201302140,18203,OKC
334,201302190,17334,BRK
335,201302190,19155,DEN
336,201302190,13481,DET
337,201302190,13612,NOH
338,201302190,17037,ORL
339,201302190,20499,POR
340,201302190,14940,SAC
341,201302190,18231,UTA
342,201302190,13923,WAS
343,201302200,18238,ATL
344,201302200,13112,CHA
345,201302200,16103,CLE
346,201302200,19965,DAL
347,201302200,19596,GSW
348,201302200,18224,HOU
349,201302200,16123,IND
350,201302200,18997,LAL
351,201302200,14563,MIL
352,201302200,14439,MIN
353,201302200,19800,TOR
354,201302210,22640,CHI
355,201302210,19343,LAC
356,201302220,15031,ATL
357,201302220,17732,BRK
358,201302220,17870,CHA
359,201302220,19596,GSW
360,201302220,17750,IND
361,201302220,18997,LAL
362,201302220,17669,MEM
363,201302220,16538,NOH
364,201302220,18203,OKC
365,201302220,18422,PHO
366,201302220,19800,TOR
367,201302220,16527,WAS
368,201302230,18481,CHA
369,201302230,17509,DET
370,201302230,19165,LAC
371,201302230,18289,MIL
372,201302230,17171,ORL
373,201302230,20665,PHI
374,201302230,20308,WAS
375,201302240,17098,BRK
376,201302240,20440,DAL
377,201302240,20006,MIA
378,201302240,18033,MIN
379,201302240,12788,NOH
380,201302240,19033,NYK
381,201302240,18203,OKC
382,201302240,14923,PHO
383,201302240,20484,POR
384,201302250,19155,DEN
385,201302250,12417,DET
386,201302250,16705,TOR
387,201302250,19911,UTA
388,201302260,21501,CHI
389,201302260,19870,DAL
390,201302260,14426,IND
391,201302260,19060,LAC
392,201302260,19734,MIA
393,201302260,12651,NOH
394,201302260,18432,PHI
395,201302260,14973,PHO
396,201302270,13368,CLE
397,201302270,15463,HOU
398,201302270,16017,MEM
399,201302270,19033,NYK
400,201302270,18203,OKC
401,201302270,16722,ORL
402,201302270,20077,POR
403,201302270,17573,SAS
404,201302270,19267,UTA
405,201302270,14298,WAS
406,201302280,21576,CHI
407,201302280,18165,IND
408,201302280,18997,LAL
409, poptip s,Attend.,ort
410,201303010,18624,BOS
411,201303010,17732,BRK
412,201303010,20562,CLE
413,201303010,19521,DEN
414,201303010,20128,MIA
415,201303010,14189,NOH
416,201303010,16677,ORL
417,201303010,15269,PHO
418,201303010,18581,SAS
419,201303010,18268,TOR
420,201303010,17691,UTA
421,201303010,20308,WAS
422,201303020,22414,CHI
423,201303020,16165,MIL
424,201303020,17929,PHI
425,201303020,20390,POR
426,201303030,18123,HOU
427,201303030,17533,IND
428,201303030,19371,LAC
429,201303030,18997,LAL
430,201303030,19033,NYK
431,201303030,16020,ORL
432,201303030,14555,SAC
433,201303030,18581,SAS
434,201303030,17370,WAS
435,201303040,19784,CLE
436,201303040,17554,DEN
437,201303040,19596,GSW
438,201303040,13926,MIL
439,201303040,18391,MIN
440,201303040,11050,NOH
441,201303040,18330,POR
442,201303050,18203,OKC
443,201303050,16189,PHI
444,201303050,11923,SAC
445,201303060,13018,ATL
446,201303060,13382,CHA
447,201303060,12124,CLE
448,201303060,20344,DAL
449,201303060,16181,DET
450,201303060,19596,GSW
451,201303060,17833,IND
452,201303060,19060,LAC
453,201303060,16214,MEM
454,201303060,20001,MIA
455,201303060,13233,MIN
456,201303060,16019,NOH
457,201303060,13173,PHO
458,201303060,18581,SAS
459,201303070,18857,DEN
460,201303070,19033,NYK
461,201303080,18624,BOS
462,201303080,17732,BRK
463,201303080,18870,CHA
464,201303080,21842,CHI
465,201303080,17032,CLE
466,201303080,19504,DET
467,201303080,19596,GSW
468,201303080,18997,LAL
469,201303080,20029,MIA
470,201303080,16515,ORL
471,201303080,13501,SAC
472,201303080,18581,SAS
473,201303090,17282,ATL
474,201303090,18823,DEN
475,201303090,19596,GSW
476,201303090,17501,MEM
477,201303090,19033,NYK
478,201303090,16734,PHO
479,201303090,16357,WAS
480,201303100,19344,LAC
481,201303100,18997,LAL
482,201303100,20219,MIA
483,201303100,15209,MIN
484,201303100,15036,NOH
485,201303100,18203,OKC
486,201303100,16317,ORL
487,201303100,14761,SAC
488,201303100,19800,TOR
489,201303110,19596,GSW
490,201303110,16789,PHI
491,201303110,15597,PHO
492,201303110,18581,SAS
493,201303110,18568,UTA
494,201303120,17732,BRK
495,201303120,15006,CHA
496,201303120,14689,CLE
497,201303120,20350,MIA
498,201303120,14154,MIL
499,201303120,14219,MIN
500,201303120,19287,ORL
501,201303120,18754,POR
502,201303130,19163,ATL
503,201303130,18624,BOS
504,201303130,19155,DEN
505,201303130,19596,GSW
506,201303130,18132,HOU
507,201303130,14187,IND
508,201303130,19316,LAC
509,201303130,18203,OKC
510,201303130,20398,PHI
511,201303130,14426,SAC
512,201303130,14506,WAS
513,201303140,20636,POR
514,201303140,18581,SAS
515,201303150,14282,ATL
516,201303150,20482,DAL
517,201303150,19408,DEN
518,201303150,19596,GSW
519,201303150,18046,HOU
520,201303150,18165,IND
521,201303150,18717,MIL
522,201303150,18203,OKC
523,201303150,17514,TOR
524,201303150,14942,WAS
525,201303160,18624,BOS
526,201303160,18587,PHI
527,201303160,20161,POR
528,201303160,18581,SAS
529,201303160,17122,UTA
530,201303160,16882,WAS
531,201303170,17732,BRK
532,201303170,20284,DAL
533,201303170,18219,HOU
534,201303170,19412,LAC
535,201303170,18997,LAL
536,201303170,15591,MIL
537,201303170,14246,MIN
538,201303170,18564,TOR
539,201303180,14505,ATL
540,201303180,18624,BOS
541,201303180,10141,CHA
542,201303180,22138,CHI
543,201303180,13016,CLE
544,201303180,16072,DET
545,201303180,16378,MEM
546,201303180,11844,NOH
547,201303180,15623,PHI
548,201303180,17102,PHO
549,201303180,18494,UTA
550,201303190,14343,IND
551,201303190,14397,MIL
552,201303190,18203,OKC
553,201303190,13563,SAC
554,201303200,11920,ATL
555,201303200,12872,CHA
556,201303200,20562,CLE
557,201303200,19962,DAL
558,201303200,15739,HOU
559,201303200,19187,LAC
560,201303200,18119,MEM
561,201303200,14740,NOH
562,201303200,19033,NYK
563,201303200,14819,PHO
564,201303200,17751,SAS
565,201303210,21946,CHI
566,201303210,19155,DEN
567,201303210,12176,SAC
568,201303220,16348,ATL
569,201303220,20387,DAL
570,201303220,15694,HOU
571,201303220,18165,IND
572,201303220,18997,LAL
573,201303220,20350,MIA
574,201303220,16494,NOH
575,201303220,17429,ORL
576,201303220,16155,PHO
577,201303220,18581,SAS
578,201303220,19800,TOR
579,201303230,16375,CHA
580,201303230,22494,CHI
581,201303230,19155,DEN
582,201303230,19596,GSW
583,201303230,19506,LAC
584,201303230,18119,MEM
585,201303230,19033,NYK
586,201303240,19821,DAL
587,201303240,18245,HOU
588,201303240,20350,MIA
589,201303240,17587,MIL
590,201303240,17330,MIN
591,201303240,18203,OKC
592,201303240,14800,PHO
593,201303240,14647,SAC
594,201303250,19596,GSW
595,201303250,14336,IND
596,201303250,11185,NOH
597,201303250,18846,ORL
598,201303250,17336,UTA
599,201303250,17868,WAS
600,201303260,18624,BOS
601,201303260,20291,DAL
602,201303260,16877,DET
603,201303270,11839,CHA
604,201303270,23014,CHI
605,201303270,17130,CLE
606,201303270,19596,GSW
607,201303270,18134,HOU
608,201303270,18029,MIN
609,201303270,15128,NOH
610,201303270,19033,NYK
611,201303270,18203,OKC
612,201303270,16640,PHI
613,201303270,20127,POR
614,201303270,18581,SAS
615,201303270,18206,TOR
616,201303270,16949,UTA
617,201303280,20037,DAL
618,201303280,16884,MIL
619,201303280,15086,PHO
620,201303290,18624,BOS
621,201303290,17324,CLE
622,201303290,19155,DEN
623,201303290,19322,DET
624,201303290,18119,MEM
625,201303290,18121,MIN
626,201303290,18647,NOH
627,201303290,19033,NYK
628,201303290,17998,ORL
629,201303290,19527,POR
630,201303290,18581,SAS
631,201303300,17152,ATL
632,201303300,20502,DAL
633,201303300,19596,GSW
634,201303300,18303,HOU
635,201303300,17578,MIL
636,201303300,13680,MIN
637,201303300,16764,PHI
638,201303300,17090,PHO
639,201303300,17317,SAC
640,201303300,18008,UTA
641,201303310,21864,CHI
642,201303310,11008,NOH
643,201303310,19033,NYK
644,201303310,18581,SAS
645,201303310,14360,WAS
646, poptip s,Attend.,ort
647,201304010,13026,ATL
648,201304010,16273,HOU
649,201304010,19384,LAC
650,201304010,16642,MEM
651,201304010,15315,MIL
652,201304010,14546,MIN
653,201304010,17115,TOR
654,201304010,18336,UTA
655,201304020,18997,LAL
656,201304020,20300,MIA
657,201304020,17319,WAS
658,201304030,17404,ATL
659,201304030,18624,BOS
660,201304030,13097,CHA
661,201304030,14863,CLE
662,201304030,19596,GSW
663,201304030,19137,LAC
664,201304030,15386,MIL
665,201304030,19275,POR
666,201304030,12377,SAC
667,201304030,18581,SAS
668,201304030,15783,TOR
669,201304030,17654,UTA
670,201304040,17732,BRK
671,201304040,19155,DEN
672,201304040,18203,OKC
673,201304050,17020,ATL
674,201304050,18624,BOS
675,201304050,19568,CHA
676,201304050,22268,CHI
677,201304050,18165,IND
678,201304050,18997,LAL
679,201304050,16661,MIN
680,201304050,19033,NYK
681,201304050,18422,PHO
682,201304050,20400,POR
683,201304050,13903,SAC
684,201304050,18023,UTA
685,201304060,17444,BRK
686,201304060,19155,DEN
687,201304060,20168,MIA
688,201304060,16746,MIL
689,201304060,15311,MIN
690,201304060,18581,SAS
691,201304060,19360,WAS
692,201304070,18624,BOS
693,201304070,16341,CLE
694,201304070,19577,DET
695,201304070,19596,GSW
696,201304070,19768,LAC
697,201304070,18203,OKC
698,201304070,16780,PHO
699,201304070,20228,POR
700,201304070,15205,SAC
701,201304090,17192,BRK
702,201304090,21487,CHI
703,201304090,19596,GSW
704,201304090,16673,HOU
705,201304090,15279,IND
706,201304090,18997,LAL
707,201304090,16591,MEM
708,201304090,19834,MIA
709,201304090,19033,NYK
710,201304090,19610,UTA
711,201304100,18624,BOS
712,201304100,13844,CLE
713,201304100,19725,DAL
714,201304100,16651,DEN
715,201304100,19060,LAC
716,201304100,17127,ORL
717,201304100,17178,PHI
718,201304100,20598,POR
719,201304100,14275,SAC
720,201304100,20308,WAS
721,201304110,22464,CHI
722,201304110,19596,GSW
723,201304120,16908,ATL
724,201304120,19430,CLE
725,201304120,20368,DAL
726,201304120,19501,DET
727,201304120,18163,HOU
728,201304120,18165,IND
729,201304120,18997,LAL
730,201304120,19990,MIA
731,201304120,15206,NOH
732,201304120,20577,POR
733,201304120,18581,SAS
734,201304120,19800,TOR
735,201304120,19609,UTA
736,201304120,18476,WAS
737,201304130,14680,CHA
738,201304130,18119,MEM
739,201304130,16701,MIN
740,201304130,17422,ORL
741,201304140,19155,DEN
742,201304140,18138,HOU
743,201304140,18997,LAL
744,201304140,19810,MIA
745,201304140,17246,NOH
746,201304140,19033,NYK
747,201304140,18764,PHI
748,201304140,17617,TOR
749,201304150,16774,BRK
750,201304150,15238,CHA
751,201304150,19091,CLE
752,201304150,19833,DAL
753,201304150,17525,DET
754,201304150,19596,GSW
755,201304150,16517,MIL
756,201304150,17009,MIN
757,201304150,18203,OKC
758,201304150,17297,ORL
759,201304150,17135,PHO
760,201304160,15200,ATL
761,201304160,19183,LAC
762,201304170,16868,BRK
763,201304170,13487,CHA
764,201304170,22421,CHI
765,201304170,19973,DAL
766,201304170,17539,DEN
767,201304170,18165,IND
768,201304170,18997,LAL
769,201304170,16777,MEM
770,201304170,19949,MIA
771,201304170,19033,NYK
772,201304170,18203,OKC
773,201304170,20261,POR
774,201304170,17317,SAC
775,201304170,18581,SAS
776,201304170,17690,TOR
777,201304200,17732,BRK
778,201304200,19155,DEN
779,201304200,19373,LAC
780,201304200,19033,NYK
781,201304210,18165,IND
782,201304210,20006,MIA
783,201304210,18203,OKC
784,201304210,18581,SAS
785,201304220,17732,BRK
786,201304220,19276,LAC
787,201304230,19155,DEN
788,201304230,20097,MIA
789,201304230,19033,NYK
790,201304240,18165,IND
791,201304240,18203,OKC
792,201304240,18581,SAS
793,201304250,21672,CHI
794,201304250,18119,MEM
795,201304250,18165,MIL
796,201304260,18624,BOS
797,201304260,19596,GSW
798,201304260,18997,LAL
799,201304270,18238,ATL
800,201304270,21758,CHI
801,201304270,18163,HOU
802,201304270,18119,MEM
803,201304280,18624,BOS
804,201304280,19596,GSW
805,201304280,18997,LAL
806,201304280,18717,MIL
807,201304290,18241,ATL
808,201304290,17732,BRK
809,201304290,18081,HOU
810,201304300,19155,DEN
811,201304300,19384,LAC
812, poptip s,Attend.,ort
813,201305010,18165,IND
814,201305010,19033,NYK
815,201305010,18203,OKC
816,201305020,21810,CHI
817,201305020,19596,GSW
818,201305030,18238,ATL
819,201305030,18624,BOS
820,201305030,18357,HOU
821,201305030,18119,MEM
822,201305040,17732,BRK
823,201305050,19033,NYK
824,201305050,18203,OKC
825,201305060,19685,MIA
826,201305060,18581,SAS
827,201305070,19033,NYK
828,201305070,18203,OKC
829,201305080,19817,MIA
830,201305080,18581,SAS
831,201305100,22675,CHI
832,201305100,19596,GSW
833,201305110,18165,IND
834,201305110,18119,MEM
835,201305120,19596,GSW
836,201305130,21990,CHI
837,201305130,18119,MEM
838,201305140,18165,IND
839,201305140,18581,SAS
840,201305150,20025,MIA
841,201305150,18203,OKC
842,201305160,19596,GSW
843,201305160,19033,NYK
844,201305180,18165,IND
845,201305190,18581,SAS
846,201305210,18581,SAS
847,201305220,19679,MIA
848,201305240,20022,MIA
849,201305250,18119,MEM
850,201305260,18165,IND
851,201305270,18119,MEM
852,201305280,18165,IND
853,201305300,19913,MIA
854, poptip s,Attend.,ort
855,201306010,18165,IND
856,201306030,20025,MIA
857,201306060,19775,MIA
858,201306090,19900,MIA
859,201306110,18581,SAS
860,201306130,18581,SAS
861,201306160,18581,SAS
862,201306180,19900,MIA
863,201306200,19900,MIA
864, poptip s,Attend.,ort
865,201210300,20562,CLE
866,201210300,18997,LAL
867,201210300,20296,MIA
868,201210310,21313,CHI
869,201210310,16646,DET
870,201210310,19060,LAC
871,201210310,15358,NOH
872,201210310,19101,PHI
873,201210310,15678,PHO
874,201210310,20401,POR
875,201210310,19800,TOR
876,201210310,17634,UTA
877, poptip s,Attend.,ort
878,201211010,18581,SAS
879,201211020,18238,ATL
880,201211020,18624,BOS
881,201211020,19124,CHA
882,201211020,20562,CLE
883,201211020,19596,GSW
884,201211020,18997,LAL
885,201211020,19356,MIN
886,201211020,14147,NOH
887,201211020,19033,NYK
888,201211020,18203,OKC
889,201211020,18846,ORL
890,201211020,15107,PHO
891,201211030,17732,BRK
892,201211030,21758,CHI
893,201211030,19490,DAL
894,201211030,18140,HOU
895,201211030,18165,IND
896,201211030,19060,LAC
897,201211030,20104,MIA
898,201211030,17086,MIL
899,201211030,18581,SAS
900,201211030,20308,WAS
901,201211040,18997,LAL
902,201211040,19033,NYK
903,201211040,18203,OKC
904,201211040,17022,ORL
905,201211040,16754,TOR
906,201211050,14017,BRK
907,201211050,19521,DAL
908,201211050,19060,LAC
909,201211050,17401,MEM
910,201211050,19600,MIA
911,201211050,15783,PHI
912,201211050,17317,SAC
913,201211050,17158,SAS
914,201211060,21216,CHI
915,201211060,19155,DEN
916,201211060,18203,OKC
917,201211070,10684,ATL
918,201211070,18624,BOS
919,201211070,13905,CHA
920,201211070,19763,DAL
921,201211070,18124,GSW
922,201211070,13372,HOU
923,201211070,19060,LAC
924,201211070,19627,MIA
925,201211070,11465,MIL
926,201211070,17121,MIN
927,201211070,12988,NOH
928,201211070,10185,SAC
929,201211070,19911,UTA
930,201211080,21737,CHI
931,201211080,20425,POR
932,201211090,16785,ATL
933,201211090,18624,BOS
934,201211090,15523,DEN
935,201211090,18997,LAL
936,201211090,16087,MEM
937,201211090,18222,MIN
938,201211090,12668,NOH
939,201211090,19033,NYK
940,201211090,18203,OKC
941,201211090,17532,ORL
942,201211090,15236,PHO
943,201211090,13505,SAC
944,201211090,14531,WAS
945,201211100,15763,CHA
946,201211100,21974,CHI
947,201211100,19596,GSW
948,201211100,15037,HOU
949,201211100,12036,IND
950,201211100,14589,MIL
951,201211100,20447,POR
952,201211100,19800,TOR
953,201211100,19100,UTA
954,201211110,16523,BRK
955,201211110,19060,LAC
956,201211110,18997,LAL
957,201211110,18119,MEM
958,201211110,18203,OKC
959,201211120,21712,CHI
960,201211120,19322,DAL
961,201211120,12784,DET
962,201211120,18041,HOU
963,201211120,15086,PHI
964,201211120,14060,PHO
965,201211120,19095,POR
966,201211120,18230,TOR
967,201211130,17032,BRK
968,201211130,11139,CHA
969,201211130,11947,IND
970,201211130,18997,LAL
971,201211130,18846,ORL
972,201211130,10153,SAC
973,201211140,18624,BOS
974,201211140,19560,DAL
975,201211140,18107,GSW
976,201211140,14535,HOU
977,201211140,19146,LAC
978,201211140,11573,MIL
979,201211140,13272,MIN
980,201211140,18203,OKC
981,201211140,11879,PHI
982,201211140,15305,PHO
983,201211150,17732,BRK
984,201211150,19155,DEN
985,201211150,18581,SAS
986,201211160,11594,DET
987,201211160,15110,IND
988,201211160,18997,LAL
989,201211160,17516,MEM
990,201211160,16013,MIN
991,201211160,15458,NOH
992,201211160,15851,PHI
993,201211160,20382,POR
994,201211160,11814,SAC
995,201211170,18624,BOS
996,201211170,16541,CHA
997,201211170,18633,CLE
998,201211170,19060,LAC
999,201211170,14731,MIL
1000,201211170,16840,PHO
1001,201211170,18581,SAS
1002,201211170,16210,WAS
1003,201211180,12214,DET
1004,201211180,18997,LAL
1005,201211180,19033,NYK
1006,201211180,18203,OKC
1007,201211180,15021,PHI
1008,201211180,20242,POR
1009,201211180,11965,SAC
1010,201211180,18702,TOR
1011,201211190,15066,ATL
1012,201211190,11248,CHA
1013,201211190,20034,DAL
1014,201211190,15111,MEM
1015,201211190,17920,SAS
1016,201211190,19197,UTA
1017,201211190,14426,WAS
1018,201211200,18997,LAL
1019,201211200,13705,NOH
1020,201211200,13965,PHI
1021,201211210,11338,ATL
1022,201211210,18624,BOS
1023,201211210,15240,CHA
1024,201211210,16743,CLE
1025,201211210,20157,DAL
1026,201211210,18374,GSW
1027,201211210,15950,HOU
1028,201211210,12633,IND
1029,201211210,19971,MIA
1030,201211210,16879,MIN
1031,201211210,18203,OKC
1032,201211210,17199,ORL
1033,201211210,14263,PHO
1034,201211210,15249,SAC
1035,201211230,18624,BOS
1036,201211230,17732,BRK
1037,201211230,17868,CHA
1038,201211230,18523,DEN
1039,201211230,12778,DET
1040,201211230,18038,HOU
1041,201211230,17082,IND
1042,201211230,18119,MEM
1043,201211230,17334,ORL
1044,201211230,14020,PHO
1045,201211230,20555,POR
1046,201211230,18000,UTA
1047,201211240,16024,ATL
1048,201211240,20423,DAL
1049,201211240,19084,GSW
1050,201211240,20064,MIA
1051,201211240,14812,MIL
1052,201211240,19611,PHI
1053,201211240,12239,SAC
1054,201211240,13077,WAS
1055,201211250,16542,BRK
1056,201211250,15402,DEN
1057,201211250,19033,NYK
1058,201211250,17037,ORL
1059,201211250,14518,PHI
1060,201211250,19800,TOR
1061,201211260,17732,BRK
1062,201211260,21485,CHI
1063,201211260,10212,DET
1064,201211260,19060,LAC
1065,201211260,13485,MEM
1066,201211260,18203,OKC
1067,201211260,18776,UTA
1068,201211260,13879,WAS
1069,201211270,13687,CLE
1070,201211270,12907,HOU
1071,201211270,18997,LAL
1072,201211270,15107,PHI
1073,201211270,10741,SAC
1074,201211280,10162,ATL
1075,201211280,18624,BOS
1076,201211280,21575,CHI
1077,201211280,10517,DET
