,date,attendance,host
1900,201403230,17866,MIN
1901,201403230,19812,NYK
1902,201403230,16341,SAC
1903,201403230,18140,TOR
1904,201403240,12240,ATL
1905,201403240,15511,CHA
1906,201403240,21803,CHI
1907,201403240,19060,LAC
1908,201403240,17784,MEM
1909,201403240,20030,MIA
1910,201403240,14599,NOP
1911,201403240,18203,OKC
1912,201403240,17798,SAS
1913,201403240,17595,UTA
1914,201403250,15497,CLE
1915,201403250,19607,DAL
1916,201403250,18997,LAL
1917,201403250,17896,ORL
1918,201403260,18341,BOS
1919,201403260,15943,CHA
1920,201403260,15979,DET
1921,201403260,18165,IND
1922,201403260,11632,MIN
1923,201403260,16363,NOP
1924,201403260,15594,SAC
1925,201403260,17949,SAS
1926,201403260,19081,UTA
1927,201403260,18805,WAS
1928,201403270,13228,ATL
1929,201403270,19912,DAL
1930,201403270,18334,HOU
1931,201403270,15439,MIL
1932,201403280,17732,BRK
1933,201403280,22055,CHI
1934,201403280,19155,DEN
1935,201403280,21231,DET
1936,201403280,19596,GSW
1937,201403280,16442,MIN
1938,201403280,17699,NOP
1939,201403280,18203,OKC
1940,201403280,16003,ORL
1941,201403280,17106,PHO
1942,201403280,19800,TOR
1943,201403280,19708,WAS
1944,201403290,20210,DAL
1945,201403290,18337,HOU
1946,201403290,17986,MIL
1947,201403290,17438,PHI
1948,201403290,18581,SAS
1949,201403290,17996,WAS
1950,201403300,18624,BOS
1951,201403300,17732,BRK
1952,201403300,17147,CLE
1953,201403300,19596,GSW
1954,201403300,18355,LAL
1955,201403300,18203,OKC
1956,201403300,16018,ORL
1957,201403300,19994,POR
1958,201403310,11096,ATL
1959,201403310,14894,CHA
1960,201403310,21494,CHI
1961,201403310,14570,DEN
1962,201403310,13062,DET
1963,201403310,18165,IND
1964,201403310,19831,MIA
1965,201403310,12172,MIN
1966,201403310,15548,NOP
1967,201403310,18653,UTA
1968, poptip s,Attend.,ort
1969,201404010,17732,BRK
1970,201404010,20423,DAL
1971,201404010,18110,LAL
1972,201404020,17029,ATL
1973,201404020,14783,DEN
1974,201404020,18165,IND
1975,201404020,19609,MIA
1976,201404020,12009,MIN
1977,201404020,19812,NYK
1978,201404020,16092,ORL
1979,201404020,12136,PHI
1980,201404020,16091,PHO
1981,201404020,17317,SAC
1982,201404020,18581,SAS
1983,201404020,18294,TOR
1984,201404020,17770,WAS
1985,201404030,19222,LAC
1986,201404030,18203,OKC
1987,201404040,16210,ATL
1988,201404040,18624,BOS
1989,201404040,16754,BRK
1990,201404040,17708,CHA
1991,201404040,21996,CHI
1992,201404040,19596,GSW
1993,201404040,18407,HOU
1994,201404040,18997,LAL
1995,201404040,17011,MEM
1996,201404040,19661,MIA
1997,201404040,19812,NYK
1998,201404040,20089,POR
1999,201404040,19800,TOR
2000,201404040,19681,UTA
2001,201404050,18179,CLE
2002,201404050,19558,DET
2003,201404050,16310,MIL
2004,201404050,16992,ORL
2005,201404050,16133,PHI
2006,201404050,19661,WAS
2007,201404060,19596,GSW
2008,201404060,18325,HOU
2009,201404060,18165,IND
2010,201404060,19239,LAC
2011,201404060,19647,MIA
2012,201404060,18422,PHO
2013,201404060,20036,POR
2014,201404060,17023,SAC
2015,201404060,18581,SAS
2016,201404080,10587,ATL
2017,201404080,18131,LAL
2018,201404080,19600,MIA
2019,201404080,10117,MIN
2020,201404080,16696,SAC
2021,201404080,18102,UTA
2022,201404090,13868,ATL
2023,201404090,15979,CLE
2024,201404090,15322,DEN
2025,201404090,19459,LAC
2026,201404090,18119,MEM
2027,201404090,13139,MIL
2028,201404090,13447,MIN
2029,201404090,16256,NOP
2030,201404090,16085,ORL
2031,201404090,20002,POR
2032,201404090,18789,TOR
2033,201404090,17784,WAS
2034,201404100,20324,DAL
2035,201404100,19596,GSW
2036,201404110,18624,BOS
2037,201404110,17732,BRK
2038,201404110,22219,CHI
2039,201404110,18997,LAL
2040,201404110,17456,MEM
2041,201404110,20300,MIA
2042,201404110,13126,MIL
2043,201404110,16689,MIN
2044,201404110,18203,OKC
2045,201404110,17009,ORL
2046,201404110,18581,SAS
2047,201404110,19800,TOR
2048,201404110,19248,UTA
2049,201404120,19287,ATL
2050,201404120,17140,CHA
2051,201404120,18456,CLE
2052,201404120,20413,DAL
2053,201404120,18832,DEN
2054,201404120,18372,HOU
2055,201404120,19060,LAC
2056,201404120,17278,WAS
2057,201404130,17732,BRK
2058,201404130,16944,DET
2059,201404130,18165,IND
2060,201404130,18997,LAL
2061,201404130,19812,NYK
2062,201404130,19995,POR
2063,201404130,16965,SAC
2064,201404140,11918,ATL
2065,201404140,22087,CHI
2066,201404140,19596,GSW
2067,201404140,18406,HOU
2068,201404140,17024,NOP
2069,201404140,17822,PHI
2070,201404140,18422,PHO
2071,201404140,18821,TOR
2072,201404140,19911,UTA
2073,201404140,20356,WAS
2074,201404150,17732,BRK
2075,201404150,19330,LAC
2076,201404160,18624,BOS
2077,201404160,17627,CHA
2078,201404160,19842,CLE
2079,201404160,17232,DEN
2080,201404160,17323,MEM
2081,201404160,20350,MIA
2082,201404160,13111,MIL
2083,201404160,14155,MIN
2084,201404160,17421,NOP
2085,201404160,19812,NYK
2086,201404160,18203,OKC
2087,201404160,18846,ORL
2088,201404160,20021,POR
2089,201404160,17317,SAC
2090,201404160,18581,SAS
2091,201404190,18165,IND
2092,201404190,19339,LAC
2093,201404190,18203,OKC
2094,201404190,19800,TOR
2095,201404200,21694,CHI
2096,201404200,18240,HOU
2097,201404200,19640,MIA
2098,201404200,18581,SAS
2099,201404210,19570,LAC
2100,201404210,18203,OKC
2101,201404220,21663,CHI
2102,201404220,18165,IND
2103,201404220,20382,TOR
2104,201404230,18331,HOU
2105,201404230,19603,MIA
2106,201404230,18581,SAS
2107,201404240,18124,ATL
2108,201404240,19596,GSW
2109,201404240,18119,MEM
2110,201404250,17732,BRK
2111,201404250,20302,POR
2112,201404250,20356,WAS
2113,201404260,19043,ATL
2114,201404260,19633,CHA
2115,201404260,20636,DAL
2116,201404260,18119,MEM
2117,201404270,17732,BRK
2118,201404270,19596,GSW
2119,201404270,20246,POR
2120,201404270,20356,WAS
2121,201404280,19092,CHA
2122,201404280,20796,DAL
2123,201404280,18165,IND
2124,201404290,21752,CHI
2125,201404290,19657,LAC
2126,201404290,18203,OKC
2127,201404300,18230,HOU
2128,201404300,18581,SAS
2129,201404300,20393,TOR
2130, poptip s,Attend.,ort
2131,201405010,19044,ATL
2132,201405010,19596,GSW
2133,201405010,18119,MEM
2134,201405020,17732,BRK
2135,201405020,20799,DAL
2136,201405020,20204,POR
2137,201405030,18165,IND
2138,201405030,19543,LAC
2139,201405030,18203,OKC
2140,201405040,18581,SAS
2141,201405040,20457,TOR
2142,201405050,18165,IND
2143,201405050,18203,OKC
2144,201405060,19470,MIA
2145,201405060,18581,SAS
2146,201405070,18165,IND
2147,201405070,18203,OKC
2148,201405080,19639,MIA
2149,201405080,18581,SAS
2150,201405090,19530,LAC
2151,201405090,20356,WAS
2152,201405100,17732,BRK
2153,201405100,20321,POR
2154,201405110,19365,LAC
2155,201405110,20356,WAS
2156,201405120,17732,BRK
2157,201405120,20141,POR
2158,201405130,18165,IND
2159,201405130,18203,OKC
2160,201405140,19615,MIA
2161,201405140,18581,SAS
2162,201405150,19565,LAC
2163,201405150,19502,WAS
2164,201405180,18165,IND
2165,201405190,18581,SAS
2166,201405200,18165,IND
2167,201405210,18581,SAS
2168,201405240,20025,MIA
2169,201405250,18203,OKC
2170,201405260,19874,MIA
2171,201405270,18203,OKC
2172,201405280,18165,IND
2173,201405290,18581,SAS
2174,201405300,20021,MIA
2175,201405310,18203,OKC
2176, poptip s,Attend.,ort
2177,201406050,18581,SAS
2178,201406080,18581,SAS
2179,201406100,19900,MIA
2180,201406120,19900,MIA
2181,201406150,18581,SAS
2182, poptip s,Attend.,ort
2183,201310290,18165,IND
2184,201310290,18997,LAL
2185,201310290,19964,MIA
2186,201310300,20562,CLE
2187,201310300,19834,DAL
2188,201310300,19258,DET
2189,201310300,19596,GSW
2190,201310300,18083,HOU
2191,201310300,17988,MIN
2192,201310300,17803,NOP
2193,201310300,19812,NYK
2194,201310300,19523,PHI
2195,201310300,17208,PHO
2196,201310300,17317,SAC
2197,201310300,18581,SAS
2198,201310300,20155,TOR
2199,201310300,19911,UTA
2200,201310310,22022,CHI
2201,201310310,19060,LAC
2202, poptip s,Attend.,ort
2203,201311010,18118,ATL
2204,201311010,18624,BOS
2205,201311010,17732,BRK
2206,201311010,18017,CHA
2207,201311010,19155,DEN
2208,201311010,18142,HOU
2209,201311010,18997,LAL
2210,201311010,18119,MEM
2211,201311010,17433,MIN
2212,201311010,18846,ORL
2213,201311010,14662,PHO
2214,201311010,17317,SAC
2215,201311010,17160,WAS
2216,201311020,20262,DAL
2217,201311020,19596,GSW
2218,201311020,16242,IND
2219,201311020,16046,MIL
2220,201311020,15232,NOP
2221,201311020,15782,PHI
2222,201311020,20028,POR
2223,201311020,19498,UTA
2224,201311030,14978,DET
2225,201311030,18997,LAL
2226,201311030,19600,MIA
2227,201311030,19812,NYK
2228,201311030,18203,OKC
2229,201311030,15297,ORL
2230,201311040,17892,CLE
2231,201311040,19404,LAC
2232,201311040,15872,MEM
2233,201311040,11089,PHI
2234,201311050,17732,BRK
2235,201311050,19670,DAL
2236,201311050,15721,DEN
2237,201311050,13401,DET
2238,201311050,13404,NOP
2239,201311050,19812,NYK
2240,201311050,17491,POR
2241,201311050,13506,SAC
2242,201311050,18470,TOR
2243,201311060,17130,BOS
2244,201311060,11118,CHA
2245,201311060,18165,IND
2246,201311060,15209,MEM
2247,201311060,14340,MIL
2248,201311060,15559,MIN
2249,201311060,18203,OKC
2250,201311060,15807,ORL
2251,201311060,10117,PHI
2252,201311060,17870,SAS
2253,201311070,15404,DEN
2254,201311070,18133,HOU
2255,201311070,19600,MIA
2256,201311080,16465,CHA
2257,201311080,21946,CHI
2258,201311080,15624,DET
2259,201311080,13316,IND
2260,201311080,13677,MIN
2261,201311080,18209,NOP
2262,201311080,17555,ORL
2263,201311080,15219,PHI
2264,201311080,15145,PHO
2265,201311080,17627,POR
2266,201311080,18581,SAS
2267,201311080,17215,WAS
2268,201311090,15189,ATL
2269,201311090,17732,BRK
2270,201311090,20562,CLE
2271,201311090,18108,HOU
2272,201311090,16989,MEM
2273,201311090,19710,MIA
2274,201311090,16448,MIL
2275,201311090,15482,SAC
2276,201311090,17211,TOR
2277,201311100,18997,LAL
2278,201311100,19812,NYK
2279,201311100,18203,OKC
2280,201311100,13154,PHO
2281,201311110,18624,BOS
2282,201311110,13996,CHA
2283,201311110,21778,CHI
2284,201311110,18134,HOU
2285,201311110,13130,IND
2286,201311110,19060,LAC
2287,201311110,12424,PHI
2288,201311110,18834,POR
2289,201311110,16866,UTA
2290,201311120,19627,DAL
2291,201311120,19596,GSW
2292,201311120,18426,LAL
2293,201311120,19600,MIA
2294,201311130,15057,ATL
2295,201311130,17032,BOS
2296,201311130,17824,DEN
2297,201311130,19273,LAC
2298,201311130,15971,MEM
2299,201311130,14978,MIN
2300,201311130,13588,ORL
2301,201311130,11671,PHI
2302,201311130,19537,POR
2303,201311130,15122,SAC
2304,201311130,18581,SAS
2305,201311130,16717,UTA
2306,201311140,19596,GSW
2307,201311140,19812,NYK
2308,201311150,12070,ATL
2309,201311150,18624,BOS
2310,201311150,18679,CLE
2311,201311150,17142,DEN
2312,201311150,16202,IND
2313,201311150,18997,LAL
2314,201311150,19772,MIA
2315,201311150,15984,PHO
2316,201311150,17317,SAC
2317,201311150,19800,TOR
2318,201311150,17530,UTA
2319,201311160,19084,CHA
2320,201311160,22158,CHI
2321,201311160,19596,GSW
2322,201311160,18147,HOU
2323,201311160,19349,LAC
2324,201311160,15984,MIL
2325,201311160,15111,MIN
2326,201311160,16659,NOP
2327,201311160,19812,NYK
2328,201311160,15039,ORL
2329,201311160,18038,WAS
2330,201311170,18997,LAL
2331,201311170,15630,SAC
2332,201311170,17945,TOR
2333,201311180,17732,BRK
2334,201311180,21628,CHI
2335,201311180,19790,DAL
2336,201311180,19060,LAC
2337,201311180,18203,OKC
2338,201311180,16051,UTA
2339,201311190,13213,DET
2340,201311190,18232,HOU
2341,201311190,19600,MIA
2342,201311190,14626,SAC
2343,201311190,14804,WAS
2344,201311200,13167,ATL
2345,201311200,13843,CHA
2346,201311200,16189,CLE
2347,201311200,20045,DAL
2348,201311200,19596,GSW
2349,201311200,11789,MIL
2350,201311200,13101,MIN
2351,201311200,13203,NOP
2352,201311200,19812,NYK
2353,201311200,17256,ORL
2354,201311200,10787,PHI
2355,201311200,12705,PHO
2356,201311200,18581,SAS
2357,201311210,18423,DEN
2358,201311210,18203,OKC
2359,201311220,18624,BOS
2360,201311220,14916,CHA
2361,201311220,19781,DAL
2362,201311220,13467,DET
2363,201311220,18997,LAL
2364,201311220,17109,MEM
2365,201311220,15551,MIN
2366,201311220,15186,NOP
2367,201311220,13588,PHI
2368,201311220,20618,POR
2369,201311220,18671,TOR
2370,201311230,15189,ATL
2371,201311230,17841,DEN
2372,201311230,19596,GSW
2373,201311230,18196,HOU
2374,201311230,18165,IND
2375,201311230,19060,LAC
2376,201311230,19647,MIA
2377,201311230,14871,MIL
2378,201311230,18581,SAS
2379,201311230,18089,WAS
2380,201311240,17732,BRK
2381,201311240,19245,LAC
2382,201311240,18997,LAL
2383,201311240,18203,OKC
2384,201311240,15785,ORL
2385,201311250,13558,CHA
2386,201311250,19677,DAL
2387,201311250,12150,DET
2388,201311250,16426,IND
2389,201311250,15246,MEM
2390,201311250,19758,MIA
2391,201311250,19939,POR
2392,201311250,18323,SAS
2393,201311250,18936,UTA
2394,201311260,13164,ATL
2395,201311260,15330,NOP
2396,201311260,16421,TOR
2397,201311260,19204,WAS
2398,201311270,17319,BOS
2399,201311270,17732,BRK
2400,201311270,15170,CHA
2401,201311270,20562,CLE
2402,201311270,20211,DAL
2403,201311270,14228,DET
2404,201311270,18051,HOU
2405,201311270,19270,LAC
2406,201311270,11584,MIL
2407,201311270,14244,MIN
2408,201311270,18203,OKC
2409,201311270,15839,ORL
2410,201311270,12731,PHO
2411,201311290,15463,ATL
2412,201311290,17685,BOS
2413,201311290,15081,CHA
2414,201311290,19155,DEN
2415,201311290,15202,DET
2416,201311290,18138,HOU
2417,201311290,18165,IND
2418,201311290,18203,OKC
2419,201311290,15159,ORL
2420,201311290,17807,PHI
2421,201311290,17317,SAC
2422,201311290,18290,TOR
2423,201311290,18435,UTA
2424,201311300,17296,CLE
2425,201311300,20173,DAL
2426,201311300,17012,MEM
2427,201311300,15471,MIL
2428,201311300,12957,PHO
2429,201311300,18581,SAS
2430,201311300,14280,WAS
2431, poptip s,Attend.,ort
2432,201312010,14107,DET
2433,201312010,19060,LAC
2434,201312010,18997,LAL
2435,201312010,19617,MIA
2436,201312010,19812,NYK
2437,201312010,18203,OKC
2438,201312010,15588,SAC
2439,201312010,16290,TOR
2440,201312020,21615,CHI
2441,201312020,19023,POR
2442,201312020,17318,SAS
2443,201312020,15801,UTA
2444,201312020,12809,WAS
2445,201312030,16649,BOS
2446,201312030,17732,BRK
2447,201312030,19612,DAL
2448,201312030,19596,GSW
2449,201312030,15069,MEM
2450,201312030,19741,MIA
2451,201312030,10061,PHI
2452,201312030,15089,SAC
2453,201312040,12020,ATL
2454,201312040,14642,CLE
2455,201312040,18151,HOU
2456,201312040,12835,MIL
2457,201312040,14524,NOP
2458,201312040,18950,POR
2459,201312040,15519,UTA
2460,201312050,17732,BRK
2461,201312050,22125,CHI
2462,201312050,15112,MEM
2463,201312060,13282,ATL
2464,201312060,17263,BOS
2465,201312060,14088,CHA
2466,201312060,18145,HOU
2467,201312060,17694,NOP
2468,201312060,19812,NYK
2469,201312060,12672,PHO
2470,201312060,19833,POR
2471,201312060,17317,SAC
2472,201312060,18194,WAS
2473,201312070,21737,CHI
2474,201312070,16216,CLE
2475,201312070,15088,MEM
2476,201312070,14963,MIL
2477,201312070,19888,MIN
2478,201312070,13113,PHI
2479,201312070,20142,POR
2480,201312070,18581,SAS
2481,201312070,16500,UTA
2482,201312080,18034,DET
2483,201312080,16407,HOU
2484,201312080,18997,LAL
2485,201312080,19812,NYK
2486,201312080,18203,OKC
2487,201312090,13129,CHA
2488,201312090,13511,MEM
2489,201312090,12355,PHI
2490,201312090,15329,SAC
2491,201312090,17555,UTA
2492,201312090,13293,WAS
2493,201312100,12503,ATL
2494,201312100,15738,BRK
2495,201312100,21303,CHI
2496,201312100,14580,CLE
2497,201312100,11251,DET
2498,201312100,18165,IND
2499,201312100,18997,LAL
2500,201312100,17702,TOR
2501,201312110,17587,BOS
2502,201312110,11377,CHA
2503,201312110,19596,GSW
2504,201312110,16345,MEM
2505,201312110,11087,MIL
2506,201312110,13450,MIN
2507,201312110,14517,NOP
2508,201312110,19812,NYK
2509,201312110,15198,SAC
2510,201312120,15563,BRK
2511,201312120,19997,POR
2512,201312130,11251,ATL
2513,201312130,17479,BOS
2514,201312130,15616,DEN
2515,201312130,15159,DET
2516,201312130,19596,GSW
2517,201312130,18165,IND
2518,201312130,15219,MIL
2519,201312130,15516,NOP
2520,201312130,18203,OKC
2521,201312130,16119,ORL
2522,201312130,14128,PHO
2523,201312130,18581,SAS
2524,201312130,17133,TOR
2525,201312140,17101,CHA
2526,201312140,21386,CHI
2527,201312140,19973,DAL
2528,201312140,19656,MIA
2529,201312140,19812,NYK
2530,201312140,10189,PHI
2531,201312140,19330,UTA
2532,201312140,16509,WAS
2533,201312150,15111,DEN
2534,201312150,13003,DET
2535,201312150,15417,MEM
2536,201312150,18203,OKC
2537,201312150,14393,PHO
2538,201312150,15606,SAC
2539,201312160,15146,ATL
2540,201312160,17071,BOS
2541,201312160,16733,BRK
2542,201312160,21200,CHI
2543,201312160,15443,IND
2544,201312160,19253,LAC
2545,201312160,19600,MIA
2546,201312160,19812,NYK
2547,201312170,11339,CHA
2548,201312170,15689,CLE
2549,201312170,17035,DEN
2550,201312170,19596,GSW
2551,201312170,17217,MEM
2552,201312180,10185,ATL
2553,201312180,17101,BOS
2554,201312180,16187,BRK
2555,201312180,19425,DAL
2556,201312180,18242,HOU
2557,201312180,19060,LAC
2558,201312180,19898,MIA
2559,201312180,11869,MIL
2560,201312180,13776,MIN
2561,201312180,15574,ORL
2562,201312180,13661,PHO
2563,201312180,15201,TOR
2564,201312190,19596,GSW
2565,201312190,18203,OKC
2566,201312200,11150,ATL
2567,201312200,19058,CLE
2568,201312200,19406,DAL
2569,201312200,15974,DEN
2570,201312200,12453,DET
2571,201312200,18165,IND
2572,201312200,18997,LAL
2573,201312200,19600,MIA
2574,201312200,15267,PHI
2575,201312210,18169,BOS
2576,201312210,18078,CHA
2577,201312210,21658,CHI
2578,201312210,14606,DET
2579,201312210,19596,GSW
2580,201312210,19129,LAC
2581,201312210,14541,MIL
2582,201312210,19812,NYK
2583,201312210,14283,ORL
2584,201312210,15241,PHO
2585,201312210,20027,POR
2586,201312210,18581,SAS
2587,201312220,18165,IND
2588,201312220,19304,LAC
2589,201312220,18203,OKC
2590,201312230,17732,BRK
2591,201312230,13534,CHA
2592,201312230,19215,CLE
2593,201312230,18551,DEN
2594,201312230,18328,HOU
2595,201312230,16665,MEM
2596,201312230,20204,MIA
2597,201312230,15105,ORL
2598,201312230,14814,PHO
2599,201312230,17317,SAC
2600,201312230,18581,SAS
2601,201312250,17732,BRK
2602,201312250,19596,GSW
2603,201312250,18997,LAL
2604,201312250,19812,NYK
2605,201312250,18581,SAS
2606,201312260,18682,CLE
2607,201312260,20305,DAL
2608,201312260,18201,HOU
2609,201312260,20053,POR
2610,201312270,17732,BRK
2611,201312270,18129,CHA
2612,201312270,19596,GSW
2613,201312270,16473,MIN
2614,201312270,18089,NOP
2615,201312270,19812,NYK
2616,201312270,16464,ORL
2617,201312270,17317,SAC
2618,201312270,19911,UTA
2619,201312280,15180,ATL
2620,201312280,18624,BOS
2621,201312280,22099,CHI
2622,201312280,18233,HOU
2623,201312280,18165,IND
2624,201312280,19278,LAC
2625,201312280,17017,MEM
2626,201312280,14971,MIL
2627,201312280,15623,PHO
2628,201312280,20071,POR
2629,201312280,19800,TOR
2630,201312280,19336,WAS
2631,201312290,19384,CLE
2632,201312290,18997,LAL
2633,201312290,18203,OKC
2634,201312290,15415,ORL
2635,201312290,18581,SAS
2636,201312300,19155,DEN
2637,201312300,15050,DET
2638,201312300,19278,LAC
2639,201312300,17688,MEM
2640,201312300,16111,MIN
2641,201312300,17035,NOP
2642,201312300,19125,UTA
2643,201312310,18624,BOS
2644,201312310,21507,CHI
2645,201312310,18232,HOU
2646,201312310,18165,IND
2647,201312310,18997,LAL
2648,201312310,18203,OKC
2649,201312310,15062,ORL
2650,201312310,17409,SAS
2651, poptip s,Attend.,ort
2652,201501010,21794,CHI
2653,201501010,13337,MIN
2654,201501020,18624,BOS
2655,201501020,19307,CHO
2656,201501020,19596,GSW
2657,201501020,18997,LAL
2658,201501020,16238,MIL
2659,201501020,17705,NOP
2660,201501020,19812,NYK
2661,201501020,18203,OKC
2662,201501020,17008,ORL
2663,201501020,16514,PHO
2664,201501020,19029,UTA
2665,201501030,21820,CHI
2666,201501030,16350,DEN
2667,201501030,18338,HOU
2668,201501030,19060,LAC
2669,201501030,13702,MIN
2670,201501030,15274,ORL
2671,201501030,19829,POR
2672,201501030,18581,SAS
2673,201501040,20562,CLE
2674,201501040,12254,DET
2675,201501040,18997,LAL
2676,201501040,20181,MIA
2677,201501040,19812,NYK
2678,201501040,17166,PHO
2679,201501050,16720,BOS
2680,201501050,17732,BRK
2681,201501050,21510,CHI
2682,201501050,19596,GSW
2683,201501050,19060,LAC
2684,201501050,16888,MEM
2685,201501050,10386,MIN
2686,201501050,16182,NOP
2687,201501050,17771,PHI
2688,201501050,19827,POR
2689,201501050,17378,UTA
2690,201501060,12311,MIL
2691,201501060,18581,SAS
2692,201501070,17126,ATL
2693,201501070,16005,BRK
2694,201501070,21379,CHI
2695,201501070,15171,CHO
2696,201501070,20562,CLE
2697,201501070,20279,DAL
2698,201501070,13513,DEN
2699,201501070,19596,GSW
2700,201501070,19487,LAC
2701,201501070,10547,MIN
2702,201501070,10288,PHI
2703,201501070,16037,SAC
2704,201501070,16902,WAS
2705,201501080,19812,NYK
2706,201501080,19441,POR
2707,201501080,19800,TOR
2708,201501090,16172,BRK
2709,201501090,18859,DET
2710,201501090,19596,GSW
2711,201501090,18165,IND
2712,201501090,18997,LAL
2713,201501090,15480,MIL
2714,201501090,17639,NOP
2715,201501090,18203,OKC
2716,201501090,16029,SAC
2717,201501090,18581,SAS
2718,201501090,20356,WAS
2719,201501100,21781,CHI
2720,201501100,19301,DET
2721,201501100,18235,HOU
2722,201501100,19060,LAC
2723,201501100,17871,MIN
2724,201501100,19812,NYK
2725,201501100,17496,PHI
2726,201501100,19546,POR
2727,201501100,19800,TOR
2728,201501110,18057,ATL
2729,201501110,19060,LAC
2730,201501110,18997,LAL
2731,201501110,17212,MEM
2732,201501110,16143,SAC
2733,201501120,16905,BOS
2734,201501120,16115,BRK
2735,201501120,21302,CHI
2736,201501120,19800,TOR
2737,201501130,16781,IND
2738,201501130,18997,LAL
2739,201501130,10466,PHI
2740,201501130,16819,PHO
2741,201501130,15747,SAC
2742,201501130,19911,UTA
2743,201501130,18116,WAS
2744,201501140,16067,BOS
2745,201501140,16516,BRK
2746,201501140,21498,CHI
2747,201501140,17309,CHO
2748,201501140,14022,DEN
2749,201501140,12016,DET
2750,201501140,19596,GSW
2751,201501140,16828,ORL
2752,201501140,19441,POR
2753,201501140,19800,TOR
2754,201501150,18315,HOU
2755,201501150,18997,LAL
2756,201501150,18689,MIL
2757,201501160,18624,BOS
2758,201501160,20337,DAL
2759,201501160,17558,IND
2760,201501160,19380,LAC
2761,201501160,18203,OKC
2762,201501160,18141,ORL
2763,201501160,15672,PHI
2764,201501160,17441,PHO
2765,201501160,16350,SAC
2766,201501160,18581,SAS
2767,201501160,19800,TOR
2768,201501160,19911,UTA
2769,201501160,17788,WAS
2770,201501170,17732,BRK
2771,201501170,22024,CHI
2772,201501170,19285,CHO
2773,201501170,14821,DEN
2774,201501170,15496,DET
2775,201501170,18458,HOU
2776,201501170,18119,MEM
2777,201501170,16601,SAC
2778,201501180,16128,ORL
2779,201501180,18581,SAS
2780,201501180,19800,TOR
2781,201501190,19108,ATL
2782,201501190,17989,CHO
2783,201501190,20562,CLE
2784,201501190,19596,GSW
2785,201501190,18266,HOU
2786,201501190,19060,LAC
2787,201501190,18119,MEM
2788,201501190,12707,MIL
2789,201501190,19812,NYK
2790,201501190,17435,PHO
2791,201501190,19441,POR
2792,201501190,19040,WAS
2793,201501200,14434,DEN
2794,201501200,19735,MIA
2795,201501210,15045,ATL
2796,201501210,16914,CHO
2797,201501210,20562,CLE
2798,201501210,12148,DET
2799,201501210,19596,GSW
2800,201501210,15112,MEM
2801,201501210,13737,MIN
2802,201501210,16268,NOP
2803,201501210,13201,PHI
2804,201501210,16703,PHO
2805,201501210,16427,SAC
2806,201501210,20356,WAS
2807,201501220,21648,CHI
2808,201501220,19060,LAC
2809,201501220,12415,MIL
2810,201501220,19567,POR
2811,201501230,19203,ATL
2812,201501230,20562,CLE
2813,201501230,20408,DAL
2814,201501230,16133,DEN
2815,201501230,19596,GSW
2816,201501230,19693,MIA
2817,201501230,14978,MIN
2818,201501230,19812,NYK
2819,201501230,13640,PHI
2820,201501230,16701,PHO
2821,201501230,18581,SAS
2822,201501240,19117,CHO
2823,201501240,17579,MEM
2824,201501240,16388,MIL
2825,201501240,19775,POR
2826,201501240,19352,UTA
2827,201501250,18049,ATL
2828,201501250,21918,CHI
2829,201501250,20562,CLE
2830,201501250,15410,DEN
2831,201501250,19596,GSW
2832,201501250,18997,LAL
2833,201501250,17687,NOP
2834,201501250,16704,ORL
2835,201501250,17066,PHO
2836,201501250,18581,SAS
2837,201501250,19800,TOR
2838,201501260,19060,LAC
2839,201501260,15407,MEM
2840,201501260,16419,NOP
2841,201501260,18203,OKC
2842,201501260,18947,UTA
2843,201501270,20160,DAL
2844,201501270,18178,DET
2845,201501270,19596,GSW
2846,201501270,16204,IND
2847,201501270,18997,LAL
2848,201501270,19789,MIA
2849,201501280,18047,ATL
2850,201501280,20562,CLE
2851,201501280,18237,HOU
2852,201501280,11434,MIN
2853,201501280,16055,NOP
2854,201501280,19812,NYK
2855,201501280,11213,PHI
2856,201501280,16209,PHO
2857,201501280,18581,SAS
2858,201501280,19800,TOR
2859,201501280,16322,UTA
2860,201501290,15665,IND
2861,201501290,18997,LAL
2862,201501290,16736,MEM
2863,201501290,16071,ORL
2864,201501300,19018,ATL
2865,201501300,17675,BOS
2866,201501300,17062,BRK
2867,201501300,20562,CLE
2868,201501300,19823,MIA
2869,201501300,17932,NOP
2870,201501300,14333,PHI
2871,201501300,18055,PHO
2872,201501300,19295,UTA
2873,201501310,19006,ATL
2874,201501310,13302,DEN
2875,201501310,18213,DET
2876,201501310,19596,GSW
2877,201501310,18165,IND
2878,201501310,18119,MEM
2879,201501310,18717,MIL
2880,201501310,19562,MIN
2881,201501310,17626,ORL
2882,201501310,18581,SAS
2883,201501310,20356,WAS
2884, poptip s,Attend.,ort
2885,201502010,17366,BOS
2886,201502010,19812,NYK
2887,201502020,16037,BRK
2888,201502020,20562,CLE
2889,201502020,19989,DAL
2890,201502020,15487,NOP
2891,201502020,18203,OKC
2892,201502020,17199,PHO
2893,201502020,19800,TOR
2894,201502020,15816,WAS
2895,201502030,12768,DET
2896,201502030,19812,NYK
2897,201502030,10290,PHI
2898,201502030,19441,POR
2899,201502030,17317,SAC
2900,201502040,18047,ATL
2901,201502040,15126,BOS
2902,201502040,19596,GSW
2903,201502040,18325,HOU
2904,201502040,15892,IND
